Group,ID,List,Target,RT,RT_log,Critical_Filler,Word_Nonword,Relation_type,Branching,accuracy
L1,L1_24,F,unreadable,670,6.5073,Critical,Word,Constituent,Right,correct
L1,L1_24,F,unmovable,728,6.5903,Critical,Word,Unrelated,Right,correct
L1,L1_24,F,unskillful,777,6.6554,Critical,Word,Unrelated,Right,correct
L1,L1_24,F,unholiness,941,6.8469,Critical,Word,Unrelated,Left,correct
L1,L1_24,F,reobtainable,887,6.7878,Critical,Word,Constituent,Left,correct
L1,L1_24,F,resealable,674,6.5132,Critical,Word,NonConstituent,Left,correct
L1,L1_24,F,ungraceful,686,6.5309,Critical,Word,Unrelated,Right,correct
L1,L1_24,F,unkindness,648,6.4739,Critical,Word,Constituent,Left,correct
L1,L1_24,F,reattachable,1092,6.9958,Critical,Word,Unrelated,Left,correct
L1,L1_24,F,unthankful,705,6.5582,Critical,Word,Constituent,Right,correct
L1,L1_24,F,untouchable,555,6.319,Critical,Word,Unrelated,Right,correct
L1,L1_24,F,reusable,805,6.6908,Critical,Word,Constituent,Left,correct
L1,L1_24,F,unbreakable,599,6.3953,Critical,Word,Unrelated,Right,correct
L1,L1_24,F,rehydratable,1292,7.1639,Critical,Word,Unrelated,Left,incorrect
L1,L1_24,F,reclosable,687,6.5323,Critical,Word,Constituent,Left,correct
L1,L1_24,F,untruthful,604,6.4036,Critical,Word,Unrelated,Right,correct
L1,L1_24,F,uncleverness,1096,6.9994,Critical,Word,Constituent,Left,incorrect
L1,L1_24,F,resellable,1037,6.9441,Critical,Word,Unrelated,Left,correct
L1,L1_24,F,unwariness,793,6.6758,Critical,Word,Constituent,Left,correct
L1,L1_24,F,readjustable,1004,6.9117,Critical,Word,NonConstituent,Left,correct
L1,L1_24,F,unhappiness,692,6.5396,Critical,Word,NonConstituent,Left,correct
L1,L1_24,F,unawareness,610,6.4135,Critical,Word,NonConstituent,Left,correct
L1,L1_24,F,uneventful,458,6.1269,Critical,Word,Constituent,Right,correct
L1,L1_25,A,ungraceful,599,6.3953,Critical,Word,Constituent,Right,correct
L1,L1_25,A,undeniable,643,6.4661,Critical,Word,Unrelated,Right,correct
L1,L1_25,A,unawareness,694,6.5425,Critical,Word,Unrelated,Left,correct
L1,L1_25,A,unclearness,692,6.5396,Critical,Word,Constituent,Left,correct
L1,L1_25,A,uneventful,601,6.3986,Critical,Word,Unrelated,Right,correct
L1,L1_25,A,unskillful,634,6.452,Critical,Word,Constituent,Right,correct
L1,L1_25,A,reobtainable,879,6.7788,Critical,Word,NonConstituent,Left,correct
L1,L1_25,A,untouchable,599,6.3953,Critical,Word,Constituent,Right,correct
L1,L1_25,A,resealable,833,6.725,Critical,Word,Unrelated,Left,correct
L1,L1_25,A,unkindness,571,6.3474,Critical,Word,NonConstituent,Left,correct
L1,L1_25,A,unmovable,656,6.4862,Critical,Word,Constituent,Right,correct
L1,L1_25,A,unthankful,617,6.4249,Critical,Word,Unrelated,Right,correct
L1,L1_25,A,untruthful,532,6.2766,Critical,Word,Constituent,Right,correct
L1,L1_25,A,unholiness,667,6.5028,Critical,Word,Constituent,Left,correct
L1,L1_25,A,unripeness,895,6.7968,Critical,Word,Unrelated,Left,correct
L1,L1_25,A,unhappiness,559,6.3261,Critical,Word,Unrelated,Left,correct
L1,L1_25,A,recomputable,731,6.5944,Critical,Word,Unrelated,Left,correct
L1,L1_25,A,resellable,689,6.5352,Critical,Word,Constituent,Left,correct
L1,L1_25,A,unresentful,646,6.4708,Critical,Word,Unrelated,Right,correct
L1,L1_25,A,readjustable,696,6.5453,Critical,Word,Unrelated,Left,correct
L1,L1_25,A,unavoidable,595,6.3886,Critical,Word,Unrelated,Right,correct
L1,L1_25,A,reclosable,487,6.1883,Critical,Word,NonConstituent,Left,correct
L1,L1_25,A,rehydratable,690,6.5367,Critical,Word,Constituent,Left,correct
L1,L1_25,A,uncleverness,727,6.5889,Critical,Word,NonConstituent,Left,correct
L1,L1_25,A,unreadable,527,6.2672,Critical,Word,Unrelated,Right,correct
L1,L1_25,A,reattachable,646,6.4708,Critical,Word,Constituent,Left,correct
L1,L1_25,A,unbreakable,490,6.1944,Critical,Word,Constituent,Right,correct
L1,L1_25,A,unsharpness,708,6.5624,Critical,Word,Constituent,Left,correct
L1,L1_25,A,unwariness,910,6.8134,Critical,Word,NonConstituent,Left,correct
L1,L1_25,A,reusable,611,6.4151,Critical,Word,NonConstituent,Left,correct
L1,L1_26,B,resealable,863,6.7604,Critical,Word,Constituent,Left,correct
L1,L1_26,B,rehydratable,1433,7.2675,Critical,Word,NonConstituent,Left,incorrect
L1,L1_26,B,unavoidable,890,6.7912,Critical,Word,Unrelated,Right,correct
L1,L1_26,B,uneventful,908,6.8112,Critical,Word,Unrelated,Right,correct
L1,L1_26,B,unmovable,826,6.7166,Critical,Word,Constituent,Right,correct
L1,L1_26,B,unwariness,1024,6.9315,Critical,Word,Unrelated,Left,incorrect
L1,L1_26,B,untruthful,893,6.7946,Critical,Word,Constituent,Right,correct
L1,L1_26,B,reclosable,1348,7.2064,Critical,Word,Unrelated,Left,correct
L1,L1_26,B,unripeness,1585,7.3683,Critical,Word,Constituent,Left,correct
L1,L1_26,B,unhappiness,777,6.6554,Critical,Word,Constituent,Left,correct
L1,L1_26,B,unkindness,1327,7.1907,Critical,Word,Unrelated,Left,correct
L1,L1_26,B,recomputable,858,6.7546,Critical,Word,Constituent,Left,correct
L1,L1_26,B,reobtainable,1284,7.1577,Critical,Word,Unrelated,Left,correct
L1,L1_26,B,unskillful,877,6.7765,Critical,Word,Constituent,Right,correct
L1,L1_26,B,unreadable,921,6.8255,Critical,Word,Unrelated,Right,correct
L1,L1_26,B,reattachable,1029,6.9363,Critical,Word,NonConstituent,Left,correct
L1,L1_26,B,ungraceful,1195,7.0859,Critical,Word,Constituent,Right,correct
L1,L1_26,B,unbreakable,789,6.6708,Critical,Word,Constituent,Right,correct
L1,L1_26,B,resellable,1700,7.4384,Critical,Word,NonConstituent,Left,correct
L1,L1_26,B,reusable,958,6.8648,Critical,Word,Unrelated,Left,correct
L1,L1_26,B,unclearness,1259,7.1381,Critical,Word,NonConstituent,Left,correct
L1,L1_26,B,unresentful,901,6.8035,Critical,Word,Unrelated,Right,correct
L1,L1_26,B,undeniable,953,6.8596,Critical,Word,Unrelated,Right,correct
L1,L1_26,B,unthankful,889,6.7901,Critical,Word,Unrelated,Right,correct
L1,L1_26,B,readjustable,877,6.7765,Critical,Word,Constituent,Left,correct
L1,L1_26,B,unawareness,786,6.667,Critical,Word,Constituent,Left,correct
L1,L1_26,B,uncleverness,890,6.7912,Critical,Word,Unrelated,Left,correct
L1,L1_26,B,unholiness,939,6.8448,Critical,Word,NonConstituent,Left,correct
L1,L1_26,B,untouchable,844,6.7382,Critical,Word,Constituent,Right,correct
L1,L1_26,B,unsharpness,1691,7.4331,Critical,Word,NonConstituent,Left,correct
L1,L1_27,C,uneventful,807,6.6933,Critical,Word,Unrelated,Right,correct
L1,L1_27,C,unhappiness,991,6.8987,Critical,Word,NonConstituent,Left,incorrect
L1,L1_27,C,undeniable,943,6.8491,Critical,Word,Unrelated,Right,correct
L1,L1_27,C,unavoidable,803,6.6884,Critical,Word,Unrelated,Right,correct
L1,L1_27,C,unripeness,815,6.7032,Critical,Word,NonConstituent,Left,incorrect
L1,L1_27,C,ungraceful,945,6.8512,Critical,Word,Constituent,Right,correct
L1,L1_27,C,unkindness,1036,6.9431,Critical,Word,Constituent,Left,correct
L1,L1_27,C,readjustable,898,6.8002,Critical,Word,NonConstituent,Left,correct
L1,L1_27,C,reobtainable,803,6.6884,Critical,Word,Constituent,Left,incorrect
L1,L1_27,C,unholiness,976,6.8835,Critical,Word,Unrelated,Left,incorrect
L1,L1_27,C,uncleverness,883,6.7833,Critical,Word,Constituent,Left,correct
L1,L1_27,C,reusable,603,6.4019,Critical,Word,Constituent,Left,correct
L1,L1_27,C,unbreakable,600,6.3969,Critical,Word,Constituent,Right,correct
L1,L1_27,C,recomputable,833,6.725,Critical,Word,NonConstituent,Left,incorrect
L1,L1_27,C,unreadable,986,6.8937,Critical,Word,Unrelated,Right,correct
L1,L1_27,C,resealable,801,6.6859,Critical,Word,NonConstituent,Left,correct
L1,L1_27,C,untruthful,683,6.5265,Critical,Word,Constituent,Right,correct
L1,L1_27,C,unawareness,723,6.5834,Critical,Word,NonConstituent,Left,correct
L1,L1_27,C,unwariness,888,6.789,Critical,Word,Constituent,Left,incorrect
L1,L1_27,C,unmovable,722,6.582,Critical,Word,Constituent,Right,correct
L1,L1_27,C,reclosable,803,6.6884,Critical,Word,Constituent,Left,correct
L1,L1_27,C,untouchable,795,6.6783,Critical,Word,Constituent,Right,correct
L1,L1_27,C,unsharpness,1095,6.9985,Critical,Word,Unrelated,Left,correct
L1,L1_27,C,unresentful,1464,7.2889,Critical,Word,Unrelated,Right,correct
L1,L1_27,C,unthankful,1451,7.28,Critical,Word,Unrelated,Right,correct
L1,L1_27,C,reattachable,1611,7.3846,Critical,Word,Unrelated,Left,incorrect
L1,L1_27,C,unskillful,868,6.7662,Critical,Word,Constituent,Right,correct
L1,L1_27,C,rehydratable,919,6.8233,Critical,Word,Unrelated,Left,correct
L1,L1_27,C,unclearness,1385,7.2335,Critical,Word,Unrelated,Left,incorrect
L1,L1_27,C,resellable,1018,6.9256,Critical,Word,Unrelated,Left,incorrect
L1,L1_28,D,unreadable,548,6.3063,Critical,Word,Constituent,Right,correct
L1,L1_28,D,reclosable,499,6.2126,Critical,Word,NonConstituent,Left,incorrect
L1,L1_28,D,unavoidable,620,6.4297,Critical,Word,Constituent,Right,correct
L1,L1_28,D,uneventful,627,6.4409,Critical,Word,Constituent,Right,correct
L1,L1_28,D,readjustable,533,6.2785,Critical,Word,Unrelated,Left,correct
L1,L1_28,D,untouchable,542,6.2953,Critical,Word,Unrelated,Right,correct
L1,L1_28,D,ungraceful,620,6.4297,Critical,Word,Unrelated,Right,correct
L1,L1_28,D,unbreakable,571,6.3474,Critical,Word,Unrelated,Right,correct
L1,L1_28,D,resellable,692,6.5396,Critical,Word,Constituent,Left,correct
L1,L1_28,D,unholiness,674,6.5132,Critical,Word,Constituent,Left,correct
L1,L1_28,D,unripeness,757,6.6294,Critical,Word,Unrelated,Left,correct
L1,L1_28,D,unresentful,869,6.7673,Critical,Word,Constituent,Right,incorrect
L1,L1_28,D,unthankful,585,6.3716,Critical,Word,Constituent,Right,incorrect
L1,L1_28,D,unskillful,720,6.5793,Critical,Word,Unrelated,Right,correct
L1,L1_28,D,uncleverness,908,6.8112,Critical,Word,NonConstituent,Left,incorrect
L1,L1_28,D,unwariness,740,6.6067,Critical,Word,NonConstituent,Left,correct
L1,L1_28,D,rehydratable,977,6.8845,Critical,Word,Constituent,Left,incorrect
L1,L1_28,D,unawareness,630,6.4457,Critical,Word,Unrelated,Left,correct
L1,L1_28,D,reobtainable,951,6.8575,Critical,Word,NonConstituent,Left,incorrect
L1,L1_28,D,reattachable,646,6.4708,Critical,Word,Constituent,Left,correct
L1,L1_28,D,resealable,652,6.48,Critical,Word,Unrelated,Left,correct
L1,L1_28,D,untruthful,623,6.4345,Critical,Word,Unrelated,Right,correct
L1,L1_28,D,recomputable,942,6.848,Critical,Word,Unrelated,Left,correct
L1,L1_28,D,undeniable,634,6.452,Critical,Word,Constituent,Right,correct
L1,L1_28,D,unhappiness,568,6.3421,Critical,Word,Unrelated,Left,correct
L1,L1_28,D,unkindness,562,6.3315,Critical,Word,NonConstituent,Left,correct
L1,L1_28,D,unsharpness,733,6.5971,Critical,Word,Constituent,Left,correct
L1,L1_28,D,reusable,688,6.5338,Critical,Word,NonConstituent,Left,correct
L1,L1_28,D,unclearness,691,6.5381,Critical,Word,Constituent,Left,incorrect
L1,L1_28,D,unmovable,636,6.4552,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,uncleverness,1038,6.9451,Critical,Word,Unrelated,Left,incorrect
L1,L1_29,E,readjustable,1154,7.051,Critical,Word,Constituent,Left,correct
L1,L1_29,E,untruthful,1146,7.044,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,unsharpness,1628,7.3951,Critical,Word,NonConstituent,Left,correct
L1,L1_29,E,resellable,1346,7.2049,Critical,Word,NonConstituent,Left,incorrect
L1,L1_29,E,unavoidable,1070,6.9754,Critical,Word,Constituent,Right,correct
L1,L1_29,E,unkindness,1386,7.2342,Critical,Word,Unrelated,Left,correct
L1,L1_29,E,rehydratable,1075,6.9801,Critical,Word,NonConstituent,Left,incorrect
L1,L1_29,E,unskillful,1142,7.0405,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,unbreakable,1181,7.0741,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,reusable,835,6.7274,Critical,Word,Unrelated,Left,correct
L1,L1_29,E,recomputable,1180,7.0733,Critical,Word,Constituent,Left,correct
L1,L1_29,E,unhappiness,1104,7.0067,Critical,Word,Constituent,Left,correct
L1,L1_29,E,reobtainable,1262,7.1405,Critical,Word,Unrelated,Left,correct
L1,L1_29,E,unreadable,1041,6.9479,Critical,Word,Constituent,Right,correct
L1,L1_29,E,reattachable,1026,6.9334,Critical,Word,NonConstituent,Left,correct
L1,L1_29,E,reclosable,1014,6.9217,Critical,Word,Unrelated,Left,incorrect
L1,L1_29,E,unresentful,1243,7.1253,Critical,Word,Constituent,Right,incorrect
L1,L1_29,E,unclearness,949,6.8554,Critical,Word,NonConstituent,Left,correct
L1,L1_29,E,undeniable,829,6.7202,Critical,Word,Constituent,Right,correct
L1,L1_29,E,unmovable,1199,7.0892,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,uneventful,958,6.8648,Critical,Word,Constituent,Right,correct
L1,L1_29,E,resealable,1174,7.0682,Critical,Word,Constituent,Left,correct
L1,L1_29,E,untouchable,963,6.8701,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,unawareness,954,6.8607,Critical,Word,Constituent,Left,correct
L1,L1_29,E,unholiness,1175,7.069,Critical,Word,NonConstituent,Left,incorrect
L1,L1_29,E,unripeness,898,6.8002,Critical,Word,Constituent,Left,incorrect
L1,L1_29,E,ungraceful,690,6.5367,Critical,Word,Unrelated,Right,correct
L1,L1_29,E,unthankful,923,6.8276,Critical,Word,Constituent,Right,correct
L1,L1_29,E,unwariness,1051,6.9575,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,unawareness,1640,7.4025,Critical,Word,NonConstituent,Left,correct
L1,L1_30,F,unthankful,591,6.3818,Critical,Word,Constituent,Right,correct
L1,L1_30,F,unbreakable,347,5.8493,Critical,Word,Unrelated,Right,correct
L1,L1_30,F,unholiness,662,6.4953,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,unresentful,746,6.6147,Critical,Word,Constituent,Right,correct
L1,L1_30,F,rehydratable,1073,6.9782,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,resellable,565,6.3368,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,uneventful,603,6.4019,Critical,Word,Constituent,Right,correct
L1,L1_30,F,unwariness,379,5.9375,Critical,Word,Constituent,Left,correct
L1,L1_30,F,unclearness,842,6.7358,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,untruthful,1076,6.981,Critical,Word,Unrelated,Right,correct
L1,L1_30,F,unreadable,495,6.2046,Critical,Word,Constituent,Right,correct
L1,L1_30,F,reusable,429,6.0615,Critical,Word,Constituent,Left,correct
L1,L1_30,F,undeniable,602,6.4003,Critical,Word,Constituent,Right,correct
L1,L1_30,F,unsharpness,571,6.3474,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,unskillful,553,6.3154,Critical,Word,Unrelated,Right,correct
L1,L1_30,F,recomputable,660,6.4922,Critical,Word,NonConstituent,Left,correct
L1,L1_30,F,reattachable,670,6.5073,Critical,Word,Unrelated,Left,correct
L1,L1_30,F,untouchable,1212,7.1,Critical,Word,Unrelated,Right,correct
L1,L1_30,F,unhappiness,588,6.3767,Critical,Word,NonConstituent,Left,correct
L1,L1_30,F,reclosable,391,5.9687,Critical,Word,Constituent,Left,correct
L1,L1_30,F,unripeness,453,6.1159,Critical,Word,NonConstituent,Left,correct
L1,L1_30,F,reobtainable,740,6.6067,Critical,Word,Constituent,Left,correct
L1,L1_30,F,unmovable,839,6.7322,Critical,Word,Unrelated,Right,correct
L1,L1_30,F,unkindness,587,6.375,Critical,Word,Constituent,Left,correct
L1,L1_30,F,resealable,445,6.0981,Critical,Word,NonConstituent,Left,correct
L1,L1_30,F,uncleverness,574,6.3526,Critical,Word,Constituent,Left,correct
L1,L1_30,F,readjustable,785,6.6657,Critical,Word,NonConstituent,Left,correct
L1,L1_30,F,ungraceful,645,6.4693,Critical,Word,Unrelated,Right,correct
L1,L1_30,F,unavoidable,598,6.3936,Critical,Word,Constituent,Right,correct
L2,L2_01,B,unavoidable,741,6.608,Critical,Word,Unrelated,Right,correct
L2,L2_01,B,unripeness,854,6.7499,Critical,Word,Constituent,Left,incorrect
L2,L2_01,B,reobtainable,1195,7.0859,Critical,Word,Unrelated,Left,correct
L2,L2_01,B,reclosable,696,6.5453,Critical,Word,Unrelated,Left,incorrect
L2,L2_01,B,readjustable,732,6.5958,Critical,Word,Constituent,Left,correct
L2,L2_01,B,unkindness,627,6.4409,Critical,Word,Unrelated,Left,correct
L2,L2_01,B,unsharpness,745,6.6134,Critical,Word,NonConstituent,Left,incorrect
L2,L2_01,B,unthankful,561,6.3297,Critical,Word,Unrelated,Right,correct
L2,L2_01,B,untruthful,746,6.6147,Critical,Word,Constituent,Right,correct
L2,L2_01,B,ungraceful,554,6.3172,Critical,Word,Constituent,Right,correct
L2,L2_01,B,uneventful,788,6.6695,Critical,Word,Unrelated,Right,correct
L2,L2_01,B,reusable,557,6.3226,Critical,Word,Unrelated,Left,correct
L2,L2_01,B,unawareness,606,6.4069,Critical,Word,Constituent,Left,correct
L2,L2_01,B,unclearness,594,6.3869,Critical,Word,NonConstituent,Left,correct
L2,L2_01,B,unbreakable,552,6.3135,Critical,Word,Constituent,Right,correct
L2,L2_01,B,undeniable,886,6.7867,Critical,Word,Unrelated,Right,correct
L2,L2_01,B,untouchable,497,6.2086,Critical,Word,Constituent,Right,correct
L2,L2_01,B,unskillful,470,6.1527,Critical,Word,Constituent,Right,correct
L2,L2_01,B,unmovable,560,6.3279,Critical,Word,Constituent,Right,correct
L2,L2_01,B,rehydratable,619,6.4281,Critical,Word,NonConstituent,Left,correct
L2,L2_01,B,unwariness,733,6.5971,Critical,Word,Unrelated,Left,incorrect
L2,L2_01,B,unhappiness,512,6.2383,Critical,Word,Constituent,Left,correct
L2,L2_01,B,reattachable,655,6.4846,Critical,Word,NonConstituent,Left,correct
L2,L2_01,B,recomputable,670,6.5073,Critical,Word,Constituent,Left,correct
L2,L2_01,B,unresentful,1002,6.9098,Critical,Word,Unrelated,Right,correct
L2,L2_01,B,unreadable,559,6.3261,Critical,Word,Unrelated,Right,correct
L2,L2_01,B,resellable,554,6.3172,Critical,Word,NonConstituent,Left,correct
L2,L2_01,B,unholiness,580,6.363,Critical,Word,NonConstituent,Left,correct
L2,L2_01,B,resealable,536,6.2841,Critical,Word,Constituent,Left,correct
L2,L2_01,B,uncleverness,631,6.4473,Critical,Word,Unrelated,Left,correct
L2,L2_02,C,unsharpness,582,6.3665,Critical,Word,Unrelated,Left,incorrect
L2,L2_02,C,uneventful,513,6.2403,Critical,Word,Unrelated,Right,correct
L2,L2_02,C,unawareness,418,6.0355,Critical,Word,NonConstituent,Left,correct
L2,L2_02,C,reusable,396,5.9814,Critical,Word,Constituent,Left,correct
L2,L2_02,C,unholiness,819,6.7081,Critical,Word,Unrelated,Left,correct
L2,L2_02,C,ungraceful,574,6.3526,Critical,Word,Constituent,Right,correct
L2,L2_02,C,reobtainable,956,6.8628,Critical,Word,Constituent,Left,correct
L2,L2_02,C,untouchable,498,6.2106,Critical,Word,Constituent,Right,correct
L2,L2_02,C,unhappiness,661,6.4938,Critical,Word,NonConstituent,Left,correct
L2,L2_02,C,resellable,829,6.7202,Critical,Word,Unrelated,Left,correct
L2,L2_02,C,unclearness,990,6.8977,Critical,Word,Unrelated,Left,correct
L2,L2_02,C,unavoidable,664,6.4983,Critical,Word,Unrelated,Right,correct
L2,L2_02,C,unkindness,796,6.6796,Critical,Word,Constituent,Left,correct
L2,L2_02,C,unthankful,760,6.6333,Critical,Word,Unrelated,Right,correct
L2,L2_02,C,unresentful,720,6.5793,Critical,Word,Unrelated,Right,correct
L2,L2_02,C,resealable,763,6.6373,Critical,Word,NonConstituent,Left,correct
L2,L2_02,C,uncleverness,963,6.8701,Critical,Word,Constituent,Left,correct
L2,L2_02,C,unmovable,807,6.6933,Critical,Word,Constituent,Right,correct
L2,L2_02,C,unripeness,1087,6.9912,Critical,Word,NonConstituent,Left,incorrect
L2,L2_02,C,unskillful,946,6.8522,Critical,Word,Constituent,Right,correct
L2,L2_02,C,undeniable,1149,7.0466,Critical,Word,Unrelated,Right,correct
L2,L2_02,C,unwariness,1163,7.0588,Critical,Word,Constituent,Left,incorrect
L2,L2_02,C,untruthful,857,6.7534,Critical,Word,Constituent,Right,correct
L2,L2_02,C,reattachable,1192,7.0834,Critical,Word,Unrelated,Left,correct
L2,L2_02,C,unreadable,800,6.6846,Critical,Word,Unrelated,Right,correct
L2,L2_02,C,unbreakable,724,6.5848,Critical,Word,Constituent,Right,correct
L2,L2_02,C,rehydratable,899,6.8013,Critical,Word,Unrelated,Left,correct
L2,L2_02,C,recomputable,1235,7.1188,Critical,Word,NonConstituent,Left,correct
L2,L2_02,C,reclosable,1030,6.9373,Critical,Word,Constituent,Left,correct
L2,L2_02,C,readjustable,879,6.7788,Critical,Word,NonConstituent,Left,correct
L2,L2_03,D,undeniable,1319,7.1846,Critical,Word,Constituent,Right,correct
L2,L2_03,D,unkindness,1419,7.2577,Critical,Word,NonConstituent,Left,correct
L2,L2_03,D,unwariness,1216,7.1033,Critical,Word,NonConstituent,Left,correct
L2,L2_03,D,unmovable,0,NA,Critical,Word,Unrelated,Right,incorrect
L2,L2_03,D,unholiness,0,NA,Critical,Word,Constituent,Left,incorrect
L2,L2_03,D,ungraceful,875,6.7742000000000004,Critical,Word,Unrelated,Right,correct
L2,L2_03,D,rehydratable,0,NA,Critical,Word,Constituent,Left,incorrect
L2,L2_03,D,reobtainable,1102,7.0049,Critical,Word,NonConstituent,Left,incorrect
L2,L2_03,D,unavoidable,928,6.833,Critical,Word,Constituent,Right,correct
L2,L2_03,D,reattachable,1356,7.2123,Critical,Word,Constituent,Left,correct
L2,L2_03,D,unthankful,1176,7.0699,Critical,Word,Constituent,Right,correct
L2,L2_03,D,untouchable,762,6.6359,Critical,Word,Unrelated,Right,correct
L2,L2_03,D,unreadable,489,6.1924,Critical,Word,Constituent,Right,correct
L2,L2_03,D,unskillful,791,6.6733,Critical,Word,Unrelated,Right,correct
L2,L2_03,D,unresentful,787,6.6682,Critical,Word,Constituent,Right,correct
L2,L2_03,D,unclearness,866,6.7639,Critical,Word,Constituent,Left,correct
L2,L2_03,D,uncleverness,1075,6.9801,Critical,Word,NonConstituent,Left,correct
L2,L2_03,D,unbreakable,894,6.7957,Critical,Word,Unrelated,Right,correct
L2,L2_03,D,resealable,981,6.8886,Critical,Word,Unrelated,Left,incorrect
L2,L2_03,D,unsharpness,832,6.7238,Critical,Word,Constituent,Left,correct
L2,L2_03,D,recomputable,1148,7.0458,Critical,Word,Unrelated,Left,correct
L2,L2_03,D,untruthful,1220,7.1066,Critical,Word,Unrelated,Right,correct
L2,L2_03,D,reusable,927,6.832,Critical,Word,NonConstituent,Left,correct
L2,L2_03,D,unhappiness,1199,7.0892,Critical,Word,Unrelated,Left,incorrect
L2,L2_03,D,resellable,1319,7.1846,Critical,Word,Constituent,Left,incorrect
L2,L2_03,D,unawareness,672,6.5103,Critical,Word,Unrelated,Left,correct
L2,L2_03,D,readjustable,833,6.725,Critical,Word,Unrelated,Left,correct
L2,L2_03,D,reclosable,969,6.8763,Critical,Word,NonConstituent,Left,correct
L2,L2_03,D,unripeness,697,6.5468,Critical,Word,Unrelated,Left,incorrect
L2,L2_03,D,uneventful,1199,7.0892,Critical,Word,Constituent,Right,incorrect
L2,L2_04,E,rehydratable,1221,7.1074,Critical,Word,NonConstituent,Left,correct
L2,L2_04,E,uneventful,1266,7.1436,Critical,Word,Constituent,Right,correct
L2,L2_04,E,unskillful,796,6.6796,Critical,Word,Unrelated,Right,correct
L2,L2_04,E,unresentful,865,6.7627,Critical,Word,Constituent,Right,correct
L2,L2_04,E,readjustable,1045,6.9518,Critical,Word,Constituent,Left,correct
L2,L2_04,E,reusable,953,6.8596,Critical,Word,Unrelated,Left,correct
L2,L2_04,E,unclearness,774,6.6516,Critical,Word,NonConstituent,Left,correct
L2,L2_04,E,resellable,605,6.4052,Critical,Word,NonConstituent,Left,correct
L2,L2_04,E,undeniable,707,6.561,Critical,Word,Constituent,Right,correct
L2,L2_04,E,unmovable,846,6.7405,Critical,Word,Unrelated,Right,correct
L2,L2_04,E,unhappiness,792,6.6746,Critical,Word,Constituent,Left,correct
L2,L2_04,E,unreadable,651,6.4785,Critical,Word,Constituent,Right,correct
L2,L2_04,E,recomputable,766,6.6412,Critical,Word,Constituent,Left,correct
L2,L2_04,E,unbreakable,812,6.6995,Critical,Word,Unrelated,Right,correct
L2,L2_04,E,unwariness,1285,7.1585,Critical,Word,Unrelated,Left,incorrect
L2,L2_04,E,unavoidable,748,6.6174,Critical,Word,Constituent,Right,correct
L2,L2_04,E,reclosable,1007,6.9147,Critical,Word,Unrelated,Left,incorrect
L2,L2_04,E,reattachable,706,6.5596,Critical,Word,NonConstituent,Left,correct
L2,L2_04,E,resealable,733,6.5971,Critical,Word,Constituent,Left,correct
L2,L2_04,E,reobtainable,1227,7.1123,Critical,Word,Unrelated,Left,correct
L2,L2_04,E,unthankful,621,6.4313,Critical,Word,Constituent,Right,correct
L2,L2_04,E,unripeness,695,6.5439,Critical,Word,Constituent,Left,correct
L2,L2_04,E,unkindness,866,6.7639,Critical,Word,Unrelated,Left,correct
L2,L2_04,E,unholiness,1167,7.0622,Critical,Word,NonConstituent,Left,correct
L2,L2_04,E,uncleverness,772,6.649,Critical,Word,Unrelated,Left,correct
L2,L2_04,E,ungraceful,756,6.628,Critical,Word,Unrelated,Right,correct
L2,L2_04,E,unsharpness,805,6.6908,Critical,Word,NonConstituent,Left,correct
L2,L2_04,E,untouchable,1055,6.9613,Critical,Word,Unrelated,Right,correct
L2,L2_04,E,unawareness,855,6.7511,Critical,Word,Constituent,Left,correct
L2,L2_04,E,untruthful,794,6.6771,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,unawareness,0,NA,Critical,Word,NonConstituent,Left,incorrect
L2,L2_05,F,resellable,1608,7.3827,Critical,Word,Unrelated,Left,correct
L2,L2_05,F,unmovable,1122,7.0229,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,undeniable,969,6.8763,Critical,Word,Constituent,Right,correct
L2,L2_05,F,uncleverness,1495,7.3099,Critical,Word,Constituent,Left,correct
L2,L2_05,F,unripeness,1001,6.9088,Critical,Word,NonConstituent,Left,correct
L2,L2_05,F,ungraceful,783,6.6631,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,reusable,748,6.6174,Critical,Word,Constituent,Left,correct
L2,L2_05,F,reclosable,851,6.7464,Critical,Word,Constituent,Left,correct
L2,L2_05,F,reattachable,930,6.8352,Critical,Word,Unrelated,Left,correct
L2,L2_05,F,recomputable,1585,7.3683,Critical,Word,NonConstituent,Left,correct
L2,L2_05,F,unskillful,961,6.868,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,unavoidable,743,6.6107,Critical,Word,Constituent,Right,correct
L2,L2_05,F,unhappiness,767,6.6425,Critical,Word,NonConstituent,Left,correct
