Group,ID,List,Target,RT,RT_log,Critical_Filler,Word_Nonword,Relation_type,Branching,accuracy
L1,L1_13,A,unkindness,457,6.1247,Critical,Word,NonConstituent,Left,correct
L1,L1_13,A,unsharpness,566,6.3386,Critical,Word,Constituent,Left,correct
L1,L1_13,A,reusable,541,6.2934,Critical,Word,NonConstituent,Left,correct
L1,L1_13,A,unthankful,565,6.3368,Critical,Word,Unrelated,Right,correct
L1,L1_13,A,unmovable,565,6.3368,Critical,Word,Constituent,Right,correct
L1,L1_13,A,untouchable,521,6.2558,Critical,Word,Constituent,Right,correct
L1,L1_13,A,unripeness,482,6.1779,Critical,Word,Unrelated,Left,incorrect
L1,L1_13,A,unwariness,524,6.2615,Critical,Word,NonConstituent,Left,correct
L1,L1_13,A,unholiness,677,6.5177,Critical,Word,Constituent,Left,correct
L1,L1_13,A,unclearness,520,6.2538,Critical,Word,Constituent,Left,correct
L1,L1_13,A,resellable,725,6.5862,Critical,Word,Constituent,Left,incorrect
L1,L1_13,A,reobtainable,631,6.4473,Critical,Word,NonConstituent,Left,incorrect
L1,L1_13,A,undeniable,498,6.2106,Critical,Word,Unrelated,Right,correct
L1,L1_13,A,resealable,568,6.3421,Critical,Word,Unrelated,Left,correct
L1,L1_13,A,reclosable,648,6.4739,Critical,Word,NonConstituent,Left,correct
L1,L1_13,A,untruthful,404,6.0014,Critical,Word,Constituent,Right,correct
L1,L1_13,A,ungraceful,431,6.0661,Critical,Word,Constituent,Right,correct
L1,L1_13,A,reattachable,509,6.2324,Critical,Word,Constituent,Left,correct
L1,L1_13,A,unawareness,611,6.4151,Critical,Word,Unrelated,Left,correct
L1,L1_13,A,readjustable,563,6.3333,Critical,Word,Unrelated,Left,correct
L1,L1_13,A,uncleverness,495,6.2046,Critical,Word,NonConstituent,Left,correct
L1,L1_13,A,rehydratable,624,6.4362,Critical,Word,Constituent,Left,correct
L1,L1_13,A,unhappiness,642,6.4646,Critical,Word,Unrelated,Left,correct
L1,L1_13,A,unreadable,653,6.4816,Critical,Word,Unrelated,Right,correct
L1,L1_13,A,recomputable,575,6.3544,Critical,Word,Unrelated,Left,correct
L1,L1_13,A,unavoidable,711,6.5667,Critical,Word,Unrelated,Right,correct
L1,L1_13,A,unbreakable,540,6.2916,Critical,Word,Constituent,Right,correct
L1,L1_13,A,unskillful,486,6.1862,Critical,Word,Constituent,Right,correct
L1,L1_13,A,uneventful,573,6.3509,Critical,Word,Unrelated,Right,correct
L1,L1_14,B,uncleverness,1028,6.9354,Critical,Word,Unrelated,Left,incorrect
L1,L1_14,B,unkindness,846,6.7405,Critical,Word,Unrelated,Left,correct
L1,L1_14,B,unreadable,698,6.5482,Critical,Word,Unrelated,Right,correct
L1,L1_14,B,untruthful,809,6.6958,Critical,Word,Constituent,Right,correct
L1,L1_14,B,unthankful,888,6.789,Critical,Word,Unrelated,Right,correct
L1,L1_14,B,unclearness,686,6.5309,Critical,Word,NonConstituent,Left,correct
L1,L1_14,B,unholiness,566,6.3386,Critical,Word,NonConstituent,Left,correct
L1,L1_14,B,undeniable,646,6.4708,Critical,Word,Unrelated,Right,correct
L1,L1_14,B,resealable,863,6.7604,Critical,Word,Constituent,Left,correct
L1,L1_14,B,recomputable,618,6.4265,Critical,Word,Constituent,Left,correct
L1,L1_14,B,unavoidable,602,6.4003,Critical,Word,Unrelated,Right,correct
L1,L1_14,B,unresentful,813,6.7007,Critical,Word,Unrelated,Right,incorrect
L1,L1_14,B,unripeness,586,6.3733,Critical,Word,Constituent,Left,correct
L1,L1_14,B,reattachable,881,6.7811,Critical,Word,NonConstituent,Left,correct
L1,L1_14,B,readjustable,860,6.7569,Critical,Word,Constituent,Left,incorrect
L1,L1_14,B,unsharpness,800,6.6846,Critical,Word,NonConstituent,Left,correct
L1,L1_14,B,resellable,702,6.5539,Critical,Word,NonConstituent,Left,correct
L1,L1_14,B,reclosable,911,6.8145,Critical,Word,Unrelated,Left,correct
L1,L1_14,B,unskillful,500,6.2146,Critical,Word,Constituent,Right,correct
L1,L1_14,B,uneventful,674,6.5132,Critical,Word,Unrelated,Right,correct
L1,L1_14,B,reusable,585,6.3716,Critical,Word,Unrelated,Left,correct
L1,L1_14,B,ungraceful,581,6.3648,Critical,Word,Constituent,Right,correct
L1,L1_14,B,unmovable,591,6.3818,Critical,Word,Constituent,Right,correct
L1,L1_14,B,reobtainable,601,6.3986,Critical,Word,Unrelated,Left,incorrect
L1,L1_14,B,unawareness,597,6.3919,Critical,Word,Constituent,Left,correct
L1,L1_14,B,unwariness,972,6.8794,Critical,Word,Unrelated,Left,incorrect
L1,L1_14,B,untouchable,582,6.3665,Critical,Word,Constituent,Right,correct
L1,L1_14,B,rehydratable,674,6.5132,Critical,Word,NonConstituent,Left,correct
L1,L1_14,B,unbreakable,523,6.2596,Critical,Word,Constituent,Right,correct
L1,L1_14,B,unhappiness,528,6.2691,Critical,Word,Constituent,Left,correct
L1,L1_15,C,unripeness,1062,6.9679,Critical,Word,NonConstituent,Left,incorrect
L1,L1_15,C,undeniable,794,6.6771,Critical,Word,Unrelated,Right,correct
L1,L1_15,C,resealable,1090,6.9939,Critical,Word,NonConstituent,Left,correct
L1,L1_15,C,resellable,1177,7.0707,Critical,Word,Unrelated,Left,correct
L1,L1_15,C,unkindness,842,6.7358,Critical,Word,Constituent,Left,correct
L1,L1_15,C,uneventful,751,6.6214,Critical,Word,Unrelated,Right,correct
L1,L1_15,C,unthankful,1062,6.9679,Critical,Word,Unrelated,Right,correct
L1,L1_15,C,unwariness,685,6.5294,Critical,Word,Constituent,Left,correct
L1,L1_15,C,unbreakable,645,6.4693,Critical,Word,Constituent,Right,correct
L1,L1_15,C,untruthful,649,6.4754,Critical,Word,Constituent,Right,correct
L1,L1_15,C,unreadable,636,6.4552,Critical,Word,Unrelated,Right,correct
L1,L1_15,C,untouchable,601,6.3986,Critical,Word,Constituent,Right,correct
L1,L1_15,C,unholiness,1139,7.0379,Critical,Word,Unrelated,Left,correct
L1,L1_15,C,reobtainable,855,6.7511,Critical,Word,Constituent,Left,correct
L1,L1_15,C,unhappiness,1055,6.9613,Critical,Word,NonConstituent,Left,correct
L1,L1_15,C,readjustable,796,6.6796,Critical,Word,NonConstituent,Left,correct
L1,L1_15,C,reclosable,1011,6.9187,Critical,Word,Constituent,Left,correct
L1,L1_15,C,recomputable,840,6.7334,Critical,Word,NonConstituent,Left,correct
L1,L1_15,C,reusable,543,6.2971,Critical,Word,Constituent,Left,correct
L1,L1_15,C,reattachable,1183,7.0758,Critical,Word,Unrelated,Left,correct
L1,L1_15,C,uncleverness,1696,7.436,Critical,Word,Constituent,Left,correct
L1,L1_15,C,unavoidable,664,6.4983,Critical,Word,Unrelated,Right,correct
L1,L1_15,C,ungraceful,739,6.6053,Critical,Word,Constituent,Right,correct
L1,L1_15,C,unclearness,1257,7.1365,Critical,Word,Unrelated,Left,correct
L1,L1_15,C,unmovable,970,6.8773,Critical,Word,Constituent,Right,correct
L1,L1_15,C,unawareness,1449,7.2786,Critical,Word,NonConstituent,Left,correct
L1,L1_15,C,unresentful,1154,7.051,Critical,Word,Unrelated,Right,correct
L1,L1_15,C,rehydratable,1259,7.1381,Critical,Word,Unrelated,Left,incorrect
L1,L1_15,C,unsharpness,1406,7.2485,Critical,Word,Unrelated,Left,correct
L1,L1_15,C,unskillful,977,6.8845,Critical,Word,Constituent,Right,correct
L1,L1_16,D,unresentful,663,6.4968,Critical,Word,Constituent,Right,correct
L1,L1_16,D,resellable,780,6.6593,Critical,Word,Constituent,Left,correct
L1,L1_16,D,reclosable,801,6.6859,Critical,Word,NonConstituent,Left,correct
L1,L1_16,D,unwariness,865,6.7627,Critical,Word,NonConstituent,Left,incorrect
L1,L1_16,D,unbreakable,848,6.7429,Critical,Word,Unrelated,Right,correct
L1,L1_16,D,unsharpness,813,6.7007,Critical,Word,Constituent,Left,incorrect
L1,L1_16,D,unkindness,614,6.42,Critical,Word,NonConstituent,Left,correct
L1,L1_16,D,unawareness,939,6.8448,Critical,Word,Unrelated,Left,correct
L1,L1_16,D,unmovable,761,6.6346,Critical,Word,Unrelated,Right,correct
L1,L1_16,D,rehydratable,972,6.8794,Critical,Word,Constituent,Left,incorrect
L1,L1_16,D,untouchable,793,6.6758,Critical,Word,Unrelated,Right,correct
L1,L1_16,D,resealable,984,6.8916,Critical,Word,Unrelated,Left,incorrect
L1,L1_16,D,unclearness,689,6.5352,Critical,Word,Constituent,Left,incorrect
L1,L1_16,D,untruthful,694,6.5425,Critical,Word,Unrelated,Right,correct
L1,L1_16,D,reattachable,782,6.6619,Critical,Word,Constituent,Left,correct
L1,L1_16,D,undeniable,848,6.7429,Critical,Word,Constituent,Right,correct
L1,L1_16,D,uneventful,573,6.3509,Critical,Word,Constituent,Right,correct
L1,L1_16,D,ungraceful,847,6.7417,Critical,Word,Unrelated,Right,correct
L1,L1_16,D,unavoidable,533,6.2785,Critical,Word,Constituent,Right,correct
L1,L1_16,D,readjustable,841,6.7346,Critical,Word,Unrelated,Left,correct
L1,L1_16,D,unholiness,636,6.4552,Critical,Word,Constituent,Left,correct
L1,L1_16,D,unripeness,751,6.6214,Critical,Word,Unrelated,Left,incorrect
L1,L1_16,D,uncleverness,978,6.8855,Critical,Word,NonConstituent,Left,correct
L1,L1_16,D,unskillful,1220,7.1066,Critical,Word,Unrelated,Right,incorrect
L1,L1_16,D,unreadable,779,6.658,Critical,Word,Constituent,Right,correct
L1,L1_16,D,recomputable,934,6.8395,Critical,Word,Unrelated,Left,incorrect
L1,L1_16,D,unhappiness,641,6.463,Critical,Word,Unrelated,Left,correct
L1,L1_16,D,unthankful,811,6.6983,Critical,Word,Constituent,Right,correct
L1,L1_16,D,reusable,695,6.5439,Critical,Word,NonConstituent,Left,correct
L1,L1_16,D,reobtainable,867,6.765,Critical,Word,NonConstituent,Left,incorrect
L1,L1_17,E,reattachable,824,6.7142,Critical,Word,NonConstituent,Left,correct
L1,L1_17,E,unholiness,781,6.6606,Critical,Word,NonConstituent,Left,correct
L1,L1_17,E,reobtainable,1117,7.0184,Critical,Word,Unrelated,Left,correct
L1,L1_17,E,recomputable,942,6.848,Critical,Word,Constituent,Left,correct
L1,L1_17,E,unthankful,1067,6.9726,Critical,Word,Constituent,Right,correct
L1,L1_17,E,unresentful,589,6.3784,Critical,Word,Constituent,Right,correct
L1,L1_17,E,unawareness,709,6.5639,Critical,Word,Constituent,Left,correct
L1,L1_17,E,unbreakable,770,6.6464,Critical,Word,Unrelated,Right,correct
L1,L1_17,E,reclosable,933,6.8384,Critical,Word,Unrelated,Left,correct
L1,L1_17,E,unreadable,667,6.5028,Critical,Word,Constituent,Right,correct
L1,L1_17,E,untouchable,911,6.8145,Critical,Word,Unrelated,Right,correct
L1,L1_17,E,rehydratable,857,6.7534,Critical,Word,NonConstituent,Left,correct
L1,L1_17,E,unmovable,760,6.6333,Critical,Word,Unrelated,Right,correct
L1,L1_17,E,reusable,733,6.5971,Critical,Word,Unrelated,Left,correct
L1,L1_17,E,readjustable,712,6.5681,Critical,Word,Constituent,Left,correct
L1,L1_17,E,unkindness,833,6.725,Critical,Word,Unrelated,Left,incorrect
L1,L1_17,E,unskillful,1359,7.2145,Critical,Word,Unrelated,Right,correct
L1,L1_17,E,unavoidable,761,6.6346,Critical,Word,Constituent,Right,correct
L1,L1_17,E,unsharpness,1056,6.9622,Critical,Word,NonConstituent,Left,incorrect
L1,L1_17,E,uneventful,821,6.7105,Critical,Word,Constituent,Right,correct
L1,L1_17,E,unwariness,810,6.697,Critical,Word,Unrelated,Left,incorrect
L1,L1_17,E,untruthful,680,6.5221,Critical,Word,Unrelated,Right,correct
L1,L1_17,E,ungraceful,728,6.5903,Critical,Word,Unrelated,Right,correct
L1,L1_17,E,unclearness,1018,6.9256,Critical,Word,NonConstituent,Left,incorrect
L1,L1_17,E,resellable,1107,7.0094,Critical,Word,NonConstituent,Left,correct
L1,L1_17,E,unhappiness,650,6.477,Critical,Word,Constituent,Left,correct
L1,L1_17,E,undeniable,754,6.6254,Critical,Word,Constituent,Right,correct
L1,L1_17,E,uncleverness,1431,7.2661,Critical,Word,Unrelated,Left,correct
L1,L1_17,E,unripeness,809,6.6958,Critical,Word,Constituent,Left,incorrect
L1,L1_17,E,resealable,791,6.6733,Critical,Word,Constituent,Left,correct
L1,L1_18,F,undeniable,695,6.5439,Critical,Word,Constituent,Right,correct
L1,L1_18,F,reusable,521,6.2558,Critical,Word,Constituent,Left,correct
L1,L1_18,F,unbreakable,665,6.4998,Critical,Word,Unrelated,Right,correct
L1,L1_18,F,resellable,842,6.7358,Critical,Word,Unrelated,Left,correct
L1,L1_18,F,untouchable,605,6.4052,Critical,Word,Unrelated,Right,correct
L1,L1_18,F,unawareness,729,6.5917,Critical,Word,NonConstituent,Left,incorrect
L1,L1_18,F,unresentful,663,6.4968,Critical,Word,Constituent,Right,correct
L1,L1_18,F,untruthful,699,6.5497,Critical,Word,Unrelated,Right,correct
L1,L1_18,F,uneventful,514,6.2422,Critical,Word,Constituent,Right,correct
L1,L1_18,F,reobtainable,877,6.7765,Critical,Word,Constituent,Left,correct
L1,L1_18,F,unclearness,622,6.4329,Critical,Word,Unrelated,Left,correct
L1,L1_18,F,uncleverness,793,6.6758,Critical,Word,Constituent,Left,incorrect
L1,L1_18,F,readjustable,1011,6.9187,Critical,Word,NonConstituent,Left,correct
L1,L1_18,F,reclosable,667,6.5028,Critical,Word,Constituent,Left,correct
L1,L1_18,F,unthankful,676,6.5162,Critical,Word,Constituent,Right,correct
L1,L1_18,F,unhappiness,634,6.452,Critical,Word,NonConstituent,Left,correct
L1,L1_18,F,unwariness,991,6.8987,Critical,Word,Constituent,Left,correct
L1,L1_18,F,reattachable,753,6.6241,Critical,Word,Unrelated,Left,correct
L1,L1_18,F,resealable,864,6.7616,Critical,Word,NonConstituent,Left,incorrect
L1,L1_18,F,unripeness,820,6.7093,Critical,Word,NonConstituent,Left,incorrect
L1,L1_18,F,rehydratable,563,6.3333,Critical,Word,Unrelated,Left,incorrect
L1,L1_18,F,recomputable,845,6.7393,Critical,Word,NonConstituent,Left,correct
L1,L1_18,F,unskillful,590,6.3801,Critical,Word,Unrelated,Right,correct
L1,L1_18,F,unkindness,1060,6.966,Critical,Word,Constituent,Left,incorrect
L1,L1_18,F,unavoidable,594,6.3869,Critical,Word,Constituent,Right,correct
L1,L1_18,F,unmovable,909,6.8123,Critical,Word,Unrelated,Right,correct
L1,L1_18,F,ungraceful,713,6.5695,Critical,Word,Unrelated,Right,correct
L1,L1_18,F,unsharpness,784,6.6644,Critical,Word,Unrelated,Left,correct
L1,L1_18,F,unreadable,651,6.4785,Critical,Word,Constituent,Right,correct
L1,L1_18,F,unholiness,1074,6.9791,Critical,Word,Unrelated,Left,correct
L1,L1_19,A,unsharpness,1565,7.3556,Critical,Word,Constituent,Left,correct
L1,L1_19,A,unholiness,1022,6.9295,Critical,Word,Constituent,Left,correct
L1,L1_19,A,undeniable,1005,6.9127,Critical,Word,Unrelated,Right,correct
L1,L1_19,A,reclosable,1118,7.0193,Critical,Word,NonConstituent,Left,correct
L1,L1_19,A,reattachable,865,6.7627,Critical,Word,Constituent,Left,correct
L1,L1_19,A,unhappiness,892,6.7935,Critical,Word,Unrelated,Left,correct
L1,L1_19,A,recomputable,1441,7.2731,Critical,Word,Unrelated,Left,incorrect
L1,L1_19,A,untouchable,759,6.632,Critical,Word,Constituent,Right,correct
L1,L1_19,A,resellable,897,6.7991,Critical,Word,Constituent,Left,correct
L1,L1_19,A,reobtainable,1162,7.0579,Critical,Word,NonConstituent,Left,incorrect
L1,L1_19,A,uneventful,878,6.7776,Critical,Word,Unrelated,Right,correct
L1,L1_19,A,unreadable,1044,6.9508,Critical,Word,Unrelated,Right,correct
L1,L1_19,A,untruthful,998,6.9058,Critical,Word,Constituent,Right,incorrect
L1,L1_19,A,unresentful,697,6.5468,Critical,Word,Unrelated,Right,correct
L1,L1_19,A,unthankful,619,6.4281,Critical,Word,Unrelated,Right,correct
L1,L1_19,A,resealable,1052,6.9584,Critical,Word,Unrelated,Left,correct
L1,L1_19,A,uncleverness,853,6.7488,Critical,Word,NonConstituent,Left,correct
L1,L1_19,A,unavoidable,1399,7.2435,Critical,Word,Unrelated,Right,correct
L1,L1_19,A,reusable,912,6.8156,Critical,Word,NonConstituent,Left,correct
L1,L1_19,A,ungraceful,993,6.9007,Critical,Word,Constituent,Right,correct
L1,L1_19,A,unripeness,756,6.628,Critical,Word,Unrelated,Left,incorrect
L1,L1_19,A,unawareness,860,6.7569,Critical,Word,Unrelated,Left,correct
L1,L1_19,A,unmovable,993,6.9007,Critical,Word,Constituent,Right,incorrect
L1,L1_19,A,unskillful,714,6.5709,Critical,Word,Constituent,Right,correct
L1,L1_19,A,unbreakable,624,6.4362,Critical,Word,Constituent,Right,correct
L1,L1_19,A,unkindness,631,6.4473,Critical,Word,NonConstituent,Left,correct
L1,L1_19,A,readjustable,816,6.7044,Critical,Word,Unrelated,Left,correct
L1,L1_19,A,rehydratable,1099,7.0022,Critical,Word,Constituent,Left,incorrect
L1,L1_19,A,unclearness,744,6.612,Critical,Word,Constituent,Left,correct
L1,L1_19,A,unwariness,1076,6.981,Critical,Word,NonConstituent,Left,correct
L1,L1_20,B,unawareness,620,6.4297,Critical,Word,Constituent,Left,correct
L1,L1_20,B,resellable,603,6.4019,Critical,Word,NonConstituent,Left,incorrect
L1,L1_20,B,recomputable,735,6.5999,Critical,Word,Constituent,Left,correct
L1,L1_20,B,unskillful,522,6.2577,Critical,Word,Constituent,Right,correct
L1,L1_20,B,unhappiness,500,6.2146,Critical,Word,Constituent,Left,correct
L1,L1_20,B,unbreakable,565,6.3368,Critical,Word,Constituent,Right,correct
L1,L1_20,B,reusable,722,6.582,Critical,Word,Unrelated,Left,correct
L1,L1_20,B,reobtainable,899,6.8013,Critical,Word,Unrelated,Left,correct
L1,L1_20,B,unresentful,874,6.7731,Critical,Word,Unrelated,Right,correct
L1,L1_20,B,uncleverness,752,6.6227,Critical,Word,Unrelated,Left,correct
L1,L1_20,B,resealable,520,6.2538,Critical,Word,Constituent,Left,correct
L1,L1_20,B,unreadable,914,6.8178,Critical,Word,Unrelated,Right,correct
L1,L1_20,B,unkindness,798,6.6821,Critical,Word,Unrelated,Left,correct
L1,L1_20,B,unripeness,859,6.7558,Critical,Word,Constituent,Left,correct
L1,L1_20,B,unwariness,1507,7.3179,Critical,Word,Unrelated,Left,correct
L1,L1_20,B,unthankful,727,6.5889,Critical,Word,Unrelated,Right,correct
L1,L1_20,B,reclosable,664,6.4983,Critical,Word,Unrelated,Left,incorrect
L1,L1_20,B,rehydratable,1164,7.0596,Critical,Word,NonConstituent,Left,correct
L1,L1_20,B,undeniable,853,6.7488,Critical,Word,Unrelated,Right,correct
L1,L1_20,B,untouchable,528,6.2691,Critical,Word,Constituent,Right,correct
L1,L1_20,B,unsharpness,493,6.2005,Critical,Word,NonConstituent,Left,correct
L1,L1_20,B,unholiness,1283,7.157,Critical,Word,NonConstituent,Left,correct
L1,L1_20,B,unclearness,571,6.3474,Critical,Word,NonConstituent,Left,correct
L1,L1_20,B,unavoidable,676,6.5162,Critical,Word,Unrelated,Right,correct
L1,L1_20,B,reattachable,502,6.2186,Critical,Word,NonConstituent,Left,correct
L1,L1_20,B,untruthful,498,6.2106,Critical,Word,Constituent,Right,correct
L1,L1_20,B,ungraceful,612,6.4167,Critical,Word,Constituent,Right,correct
L1,L1_20,B,readjustable,509,6.2324,Critical,Word,Constituent,Left,correct
L1,L1_20,B,uneventful,419,6.0379,Critical,Word,Unrelated,Right,incorrect
L1,L1_20,B,unmovable,615,6.4216,Critical,Word,Constituent,Right,correct
L1,L1_21,C,unhappiness,749,6.6187,Critical,Word,NonConstituent,Left,correct
L1,L1_21,C,unripeness,1211,7.0992,Critical,Word,NonConstituent,Left,incorrect
L1,L1_21,C,unreadable,919,6.8233,Critical,Word,Unrelated,Right,incorrect
L1,L1_21,C,unclearness,816,6.7044,Critical,Word,Unrelated,Left,incorrect
L1,L1_21,C,readjustable,965,6.8721,Critical,Word,NonConstituent,Left,correct
L1,L1_21,C,uncleverness,1044,6.9508,Critical,Word,Constituent,Left,correct
L1,L1_21,C,undeniable,740,6.6067,Critical,Word,Unrelated,Right,incorrect
L1,L1_21,C,unwariness,945,6.8512,Critical,Word,Constituent,Left,correct
L1,L1_21,C,unkindness,660,6.4922,Critical,Word,Constituent,Left,correct
L1,L1_21,C,unholiness,872,6.7708,Critical,Word,Unrelated,Left,correct
L1,L1_21,C,unmovable,592,6.3835,Critical,Word,Constituent,Right,correct
L1,L1_21,C,untruthful,723,6.5834,Critical,Word,Constituent,Right,correct
L1,L1_21,C,untouchable,676,6.5162,Critical,Word,Constituent,Right,correct
L1,L1_21,C,recomputable,1024,6.9315,Critical,Word,NonConstituent,Left,correct
L1,L1_21,C,reusable,865,6.7627,Critical,Word,Constituent,Left,correct
L1,L1_21,C,unresentful,1238,7.1213,Critical,Word,Unrelated,Right,incorrect
L1,L1_21,C,resealable,888,6.789,Critical,Word,NonConstituent,Left,correct
L1,L1_21,C,reclosable,974,6.8814,Critical,Word,Constituent,Left,correct
L1,L1_21,C,uneventful,682,6.525,Critical,Word,Unrelated,Right,correct
L1,L1_21,C,unthankful,745,6.6134,Critical,Word,Unrelated,Right,correct
L1,L1_21,C,ungraceful,520,6.2538,Critical,Word,Constituent,Right,correct
L1,L1_21,C,reattachable,701,6.5525,Critical,Word,Unrelated,Left,correct
L1,L1_21,C,unavoidable,701,6.5525,Critical,Word,Unrelated,Right,correct
L1,L1_21,C,unbreakable,422,6.045,Critical,Word,Constituent,Right,correct
L1,L1_21,C,unsharpness,839,6.7322,Critical,Word,Unrelated,Left,incorrect
L1,L1_21,C,reobtainable,733,6.5971,Critical,Word,Constituent,Left,incorrect
L1,L1_21,C,resellable,936,6.8416,Critical,Word,Unrelated,Left,incorrect
L1,L1_21,C,unawareness,672,6.5103,Critical,Word,NonConstituent,Left,correct
L1,L1_21,C,rehydratable,1027,6.9344,Critical,Word,Unrelated,Left,incorrect
L1,L1_21,C,unskillful,569,6.3439,Critical,Word,Constituent,Right,correct
L1,L1_22,D,ungraceful,1113,7.0148,Critical,Word,Unrelated,Right,correct
L1,L1_22,D,unbreakable,752,6.6227,Critical,Word,Unrelated,Right,correct
L1,L1_22,D,unkindness,955,6.8617,Critical,Word,NonConstituent,Left,correct
L1,L1_22,D,unreadable,974,6.8814,Critical,Word,Constituent,Right,correct
L1,L1_22,D,reattachable,1034,6.9412,Critical,Word,Constituent,Left,correct
L1,L1_22,D,unripeness,1598,7.3765,Critical,Word,Unrelated,Left,correct
L1,L1_22,D,readjustable,1748,7.4662,Critical,Word,Unrelated,Left,incorrect
L1,L1_22,D,unthankful,1093,6.9967,Critical,Word,Constituent,Right,correct
L1,L1_22,D,unhappiness,829,6.7202,Critical,Word,Unrelated,Left,correct
L1,L1_22,D,recomputable,1767,7.477,Critical,Word,Unrelated,Left,correct
L1,L1_22,D,undeniable,997,6.9048,Critical,Word,Constituent,Right,correct
L1,L1_22,D,unwariness,1338,7.1989,Critical,Word,NonConstituent,Left,incorrect
L1,L1_22,D,unresentful,1484,7.3025,Critical,Word,Constituent,Right,correct
L1,L1_22,D,reclosable,862,6.7593,Critical,Word,NonConstituent,Left,incorrect
L1,L1_22,D,unawareness,999,6.9068,Critical,Word,Unrelated,Left,correct
L1,L1_22,D,uneventful,1198,7.0884,Critical,Word,Constituent,Right,correct
L1,L1_22,D,unavoidable,1379,7.2291,Critical,Word,Constituent,Right,correct
L1,L1_22,D,rehydratable,1338,7.1989,Critical,Word,Constituent,Left,incorrect
L1,L1_22,D,uncleverness,1491,7.3072,Critical,Word,NonConstituent,Left,incorrect
L1,L1_22,D,unholiness,1082,6.9866,Critical,Word,Constituent,Left,correct
L1,L1_22,D,reusable,1851,7.5235,Critical,Word,NonConstituent,Left,correct
L1,L1_22,D,resealable,1349,7.2071,Critical,Word,Unrelated,Left,incorrect
L1,L1_22,D,unmovable,1279,7.1538,Critical,Word,Unrelated,Right,correct
L1,L1_22,D,unskillful,1058,6.9641,Critical,Word,Unrelated,Right,correct
L1,L1_22,D,reobtainable,1188,7.08,Critical,Word,NonConstituent,Left,correct
L1,L1_22,D,unsharpness,899,6.8013,Critical,Word,Constituent,Left,correct
L1,L1_22,D,untruthful,1139,7.0379,Critical,Word,Unrelated,Right,correct
L1,L1_22,D,resellable,1497,7.3112,Critical,Word,Constituent,Left,correct
L1,L1_22,D,untouchable,976,6.8835,Critical,Word,Unrelated,Right,correct
L1,L1_22,D,unclearness,1376,7.2269,Critical,Word,Constituent,Left,correct
L1,L1_23,E,resellable,1148,7.0458,Critical,Word,NonConstituent,Left,correct
L1,L1_23,E,undeniable,904,6.8068,Critical,Word,Constituent,Right,correct
L1,L1_23,E,ungraceful,609,6.4118,Critical,Word,Unrelated,Right,correct
L1,L1_23,E,unavoidable,450,6.1092,Critical,Word,Constituent,Right,correct
L1,L1_23,E,unclearness,450,6.1092,Critical,Word,NonConstituent,Left,correct
L1,L1_23,E,recomputable,747,6.6161,Critical,Word,Constituent,Left,correct
L1,L1_23,E,uncleverness,1074,6.9791,Critical,Word,Unrelated,Left,correct
L1,L1_23,E,rehydratable,770,6.6464,Critical,Word,NonConstituent,Left,correct
L1,L1_23,E,unthankful,767,6.6425,Critical,Word,Constituent,Right,correct
L1,L1_23,E,reobtainable,990,6.8977,Critical,Word,Unrelated,Left,correct
L1,L1_23,E,unkindness,805,6.6908,Critical,Word,Unrelated,Left,correct
L1,L1_23,E,unholiness,580,6.363,Critical,Word,NonConstituent,Left,correct
L1,L1_23,E,unbreakable,698,6.5482,Critical,Word,Unrelated,Right,correct
L1,L1_23,E,unawareness,649,6.4754,Critical,Word,Constituent,Left,correct
L1,L1_23,E,unhappiness,573,6.3509,Critical,Word,Constituent,Left,correct
L1,L1_23,E,unmovable,777,6.6554,Critical,Word,Unrelated,Right,correct
L1,L1_23,E,unskillful,843,6.737,Critical,Word,Unrelated,Right,correct
L1,L1_23,E,reattachable,707,6.561,Critical,Word,NonConstituent,Left,correct
L1,L1_23,E,reclosable,717,6.5751,Critical,Word,Unrelated,Left,correct
L1,L1_23,E,unripeness,838,6.731,Critical,Word,Constituent,Left,correct
L1,L1_23,E,untruthful,703,6.5554,Critical,Word,Unrelated,Right,correct
L1,L1_23,E,uneventful,823,6.713,Critical,Word,Constituent,Right,correct
L1,L1_23,E,untouchable,711,6.5667,Critical,Word,Unrelated,Right,correct
L1,L1_23,E,readjustable,681,6.5236,Critical,Word,Constituent,Left,correct
L1,L1_23,E,unsharpness,504,6.2226,Critical,Word,NonConstituent,Left,correct
L1,L1_23,E,unreadable,592,6.3835,Critical,Word,Constituent,Right,correct
L1,L1_23,E,reusable,729,6.5917,Critical,Word,Unrelated,Left,correct
L1,L1_23,E,resealable,774,6.6516,Critical,Word,Constituent,Left,correct
L1,L1_23,E,unwariness,1367,7.2204,Critical,Word,Unrelated,Left,correct
L1,L1_23,E,unresentful,1064,6.9698,Critical,Word,Constituent,Right,correct
L1,L1_24,F,recomputable,821,6.7105,Critical,Word,NonConstituent,Left,incorrect
L1,L1_24,F,unripeness,1376,7.2269,Critical,Word,NonConstituent,Left,correct
L1,L1_24,F,unclearness,1253,7.1333,Critical,Word,Unrelated,Left,correct
L1,L1_24,F,undeniable,611,6.4151,Critical,Word,Constituent,Right,correct
L1,L1_24,F,unresentful,1053,6.9594,Critical,Word,Constituent,Right,correct
L1,L1_24,F,unsharpness,669,6.5058,Critical,Word,Unrelated,Left,correct
L1,L1_24,F,unavoidable,486,6.1862,Critical,Word,Constituent,Right,correct
